time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2024-03-23 03:33:24.855 UTC, ,125,3160333,1184,14480, , ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,24,11, , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260963192832,-1,-1, , , , , ,1,57, , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711164804703, , , , ,3145728,3799, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,103027,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:34:02.752 UTC, ,125,3166229,1440,20376, , ,4, ,9,1,0.11, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,3799,3, ,2922, , , , ,4112,260961112064,37,37, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4112, ,1711164804703, , , , ,3145728,4085, , ,6,8,2,18,2,3,2, , ,3,3, , , ,6,1, , , , , , ,10411,9,268,2, , , , , , , , ,29360128,1, , , , , , ,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , 
2024-03-23 03:35:31.170 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260962770944,30,30, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711164931018, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:35:46.093 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260962770944,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711164931018, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 04:59:19.315 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260915990528,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711169959070, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,2, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 04:59:54.860 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260919988224,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711169959070, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , ,1,7,12163072,2, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 04:59:59.556 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260919984128,30,30, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711169999316, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:00:12.575 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260919984128,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711169999316, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:08:18.604 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260922400768,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711170498360, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:08:58.006 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260922253312,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711170498360, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:09:01.418 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260922249216,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711170541177, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:09:05.376 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260922249216,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711170541177, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:12:06.564 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260927676416,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711170726322, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:12:09.624 UTC, ,125,3160389,1184,14536, , ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,1, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260927676416,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711170726322, , , , ,3145728,5203, , ,1,0, , , ,1, , , ,3, , , , ,1,1, , , , , , ,2087,2, , , , , , , , , , ,27262976,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:12:13.715 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260928614400,30,30, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711170733479, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:12:32.140 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260928614400,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711170733479, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:14:07.771 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260930674688,30,30, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711170847535, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:14:55.069 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260930355200,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711170847535, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:16:21.129 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260927885312,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711170980893, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:16:36.644 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260927885312,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711170980893, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:18:13.022 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260909031424,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171092778, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:18:32.417 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260909031424,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171092778, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:20:16.880 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260902084608,30,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171216632, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:21:05.070 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260900794368,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171216632, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704, , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:22:19.099 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260899606528,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171338848, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:22:20.315 UTC, ,125,3160389,1184,14536, , ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,1, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260899606528,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171338848, , , , ,3145728,5203, , ,1,0, , , ,1, , , ,3, , , , ,1,1, , , , , , ,2087,2, , , , , , , , , , ,27262976,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:22:24.093 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260899602432,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171343824, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:23:11.231 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260898779136,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171343824, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:23:15.014 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260898775040,30,30, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171394769, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:24:15.023 UTC, ,125,3165389,1312,19312,224, ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260900323328,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171394769, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:25:15.030 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260903284736,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171394769, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:26:15.037 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260902068224,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171394769, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:27:15.047 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260901908480,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171394769, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:28:07.866 UTC, ,125,3165165,1312,19312, , ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260905639936,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171394769, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:28:11.788 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260905689088,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171691542, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:29:01.953 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260905455616,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171691542, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:29:05.701 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260904144896,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171745432, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:29:17.532 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260904144896,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171745432, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:32:19.882 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260899008512,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171939644, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
